cohort,signature,method,auroc_raw,auroc_partialled,delta,corr_with_gep,corr_with_infiltration
Mariathasan,CD_8_T_effector,ssgsea,0.6361394857344135,0.7529059528002818,0.11676646706586835,0.9677219317754773,0.8528669140335259
Mariathasan,CellCycle_Reg,ssgsea,0.4684748150757309,0.4673300457907714,-0.0011447692849594904,0.012193851074586527,0.045422524541939756
Mariathasan,Cell_cycle,ssgsea,0.36227544910179643,0.35144417048256427,-0.010831278619232165,-0.08441682813602475,0.16029216679543815
Mariathasan,Chemokine_Receptors_Li_et_al,ssgsea,0.4638076787601268,0.37425149700598803,-0.08955618175413876,0.8166040686139319,0.9274599217224373
Mariathasan,Chemokines_Li_et_al,ssgsea,0.48185980979218035,0.4724374779852061,-0.009422331806974271,0.7549579123585638,0.8602179447025263
Mariathasan,Co_inhibition_APC_Rooney_et_al,ssgsea,0.5508101444170482,0.5742338851708348,0.023423740753786615,0.8311200967644423,0.7782108922295343
Mariathasan,Co_inhibition_T_cell_Rooney_et_al,ssgsea,0.5757308911588588,0.666431842197957,0.09070095103909825,0.9465938894778992,0.9173011223924975
Mariathasan,Co_stimulation_APC_Rooney_et_al,ssgsea,0.48679112363508276,0.45051074321944345,-0.0362803804156393,0.6827150796955872,0.7553645194814544
Mariathasan,Co_stimulation_T_cell_Rooney_et_al,ssgsea,0.5446460021134202,0.5446460021134202,0.0,0.8841953317664227,0.9200814067448668
Mariathasan,Cytokine_Receptors_Li_et_al,ssgsea,0.40991546319126454,0.3083832335329341,-0.10153222965833042,0.6414325371041506,0.8409939085485612
Mariathasan,Cytokines_Li_et_al,ssgsea,0.43545262416343783,0.3937125748502994,-0.041740049313138405,0.6546124310828626,0.795675313580026
Mariathasan,Cytotoxic_cells_Bindea_et_al,ssgsea,0.6115709756956675,0.6725079253258189,0.060936949630151394,0.8609673625081969,0.8245226934426887
Mariathasan,DC_Bindea_et_al,ssgsea,0.45315251849242694,0.42831983092638254,-0.024832687566044398,0.45856737228719635,0.6719995046394945
Mariathasan,DDR,ssgsea,0.3616590348714336,0.3403487143360338,-0.021310320535399774,0.11469192773542791,0.35080881106387585
Mariathasan,EMT1,ssgsea,0.5016731243395561,0.5132088763649172,0.011535752025361057,-0.22784597530860853,-0.3106781516556603
Mariathasan,EMT2,ssgsea,0.588939767523776,0.6106023247622402,0.02166255723846422,-0.3574283304104085,-0.4909708545385412
Mariathasan,EMT3,ssgsea,0.5947516731243395,0.6093694963015146,0.014617823177175082,-0.45469738777079205,-0.6285557227530189
Mariathasan,EV_Cell_2020,ssgsea,0.4358048608665023,0.42127509686509335,-0.014529764001408929,0.33424511669835716,0.4824680127895907
Mariathasan,Eosinophils_Bindea_et_al,ssgsea,0.4540331102500881,0.4484853821768228,-0.005547728073265257,0.2476506628622053,0.3838687371448248
Mariathasan,Exhausted_CD8_Danaher_et_al,ssgsea,0.3965304684748151,0.3522367030644593,-0.04429376541035579,-0.8450568443154919,-0.7536326190849378
Mariathasan,Ferroptosis,ssgsea,0.48370905248326873,0.48062698133145476,-0.00308207115181397,0.04794249447117138,0.1379570931417979
Mariathasan,GPAGs,ssgsea,0.5710637548432547,0.6186157097569567,0.04755195491370201,-0.5049693665380127,-0.7350918420471134
Mariathasan,Homologous_recombination,ssgsea,0.3479218034519197,0.33348009862627687,-0.014441704825642832,0.02318794715919535,0.2705457742473913
Mariathasan,ICB_resistance_Peng_et_al,ssgsea,0.4849418809439944,0.4590524832687566,-0.02588939767523779,-0.8895483045858529,-0.9439197611977174
Mariathasan,Immune_Checkpoint,ssgsea,0.5893800634026065,0.683251144769285,0.09387108136667843,0.9492155387025937,0.8723063263689992
Mariathasan,Interferon_Receptor_Li_et_al,ssgsea,0.41960197252553716,0.41916167664670656,-0.00044029587883059884,0.08252045192426122,0.23377180011985507
Mariathasan,Interferons_Li_et_al,ssgsea,0.5197252553716097,0.5197252553716097,0.0,0.2213087186837429,0.16789767538984882
Mariathasan,Interleukins_Li_et_al,ssgsea,0.45817189151109544,0.42849594927791473,-0.029675942233180708,0.5826255889136916,0.7327616217836814
Mariathasan,Interleukins_Receptor_Li_et_al,ssgsea,0.45262416343783024,0.39626629094751675,-0.05635787249031349,0.8117438295338751,0.8639548857845839
Mariathasan,Lymph_vessels_Bindea_et_al,ssgsea,0.5088939767523776,0.5186685452624163,0.009774568510038772,-0.3889930995069573,-0.44493766178538735
Mariathasan,MDSC_Peng_et_al,ssgsea,0.5578548784783375,0.5671010919337796,0.009246213455442076,-0.36850984724074604,-0.38286137659215247
Mariathasan,MDSC_Wang_et_al,ssgsea,0.5173476576259246,0.5693906305036985,0.05204297287777393,-0.8404657253811091,-0.9439566893817576
Mariathasan,MHC_Class_I_Rooney_et_al,ssgsea,0.5485206058471293,0.5427087002465657,-0.0058119056005635494,0.6544073515416026,0.6215885069632506
Mariathasan,MT_exosome,ssgsea,0.5029059528002818,0.507661148291652,0.004755195491370157,-0.07051469367044887,-0.08625354060100109
Mariathasan,Macrophages_Bindea_et_al,ssgsea,0.5317013032758013,0.5389221556886228,0.0072208524128214435,-0.6657110960906173,-0.7527769943988196
Mariathasan,Macrophages_Rooney_et_al,ssgsea,0.5068686157097569,0.5082775625220148,0.001408946812257894,-0.6807309809616976,-0.7926942262350141
Mariathasan,Mast_cells_Bindea_et_al,ssgsea,0.56595632264882,0.571327932370553,0.005371609721733006,-0.13475510258984907,-0.358842646347521
